Property Name,Branch Name,Industry Name,Irrigation Controller Count,Irrigation Controller Type,Irrigation Flow Sensor,Irrigation Master Valve,Irrigation Meter Count,Lead Source,Property Address Line 1,Property City,Property Group Name,Property State/Province Code,Property Type,Property Zip Code,Turf SF,Planter SF,Slope SF
Audie Murphy Ranch,Bemus Riverside,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Cold Call,Lone Pine Drive,Menifee,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92587,#N/A,#N/A,#N/A
Augusta at Vista Del Verde Association,Bemus Santa Ana - Hathaway,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,New Business,17077 Vista Moraga,Yorba Linda,Unknown,CA,Unknown,92886,#N/A,#N/A,#N/A
Aura Maintenance Corporation,Bemus San Marcos,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Customer Referral,11345 Zapata Avenue,San Diego,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92126,#N/A,#N/A,#N/A
Aura Townhomes Home Owners Association,Bemus San Marcos,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Cold Call,11345 Zapata Ave,San Diego,Bemus- Maintenance,CA,Maintenance,92126,#N/A,#N/A,#N/A
Aurora at Riviera del Sol,Bemus San Marcos,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Paseo Aurora,San Diego,Bemus- Tree Care,CA,Tree Care,92154,#N/A,#N/A,#N/A
Aurora Heights,Bemus San Marcos,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Customer Referral,3101 Jicarilla Drive,Fallbrook,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92028,#N/A,#N/A,#N/A
Autumn Drive,Bemus San Marcos,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,San Marcos,Unknown,CA,Unknown,Unknown,#N/A,#N/A,#N/A
Avacado HOA,Bemus San Marcos,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,San Diego,Unknown,CA,Unknown,Unknown,#N/A,#N/A,#N/A
Avalon Chino Hills HOA,Bemus Riverside,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,5685 Park Dr,Chino Hills,Unknown,CA,Unknown,91709,#N/A,#N/A,#N/A
Avalon Management - Temecula Office,Bemus Riverside,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Business Development,43529 Ridge Park Dr.,Temecula,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92590,#N/A,#N/A,#N/A
Avalon Management -Canyon Lake Office,Bemus Riverside,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Business Development,31608 Railroad Canyon Rd.,Canyon Lake,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92587,#N/A,#N/A,#N/A
Avalon Properties - 1805 Via Sage,Bemus San Juan Capistrano,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1805 Via Sage,San Clemente,Unknown,CA,Unknown,92673,#N/A,#N/A,#N/A
Avalon Properties - 2278 Newport Blvd,Bemus Santa Ana - Anne,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,2278 Newport Blvd,Costa Mesa,Bemus- Tree Care,CA,Tree Care,92627,#N/A,#N/A,#N/A
Avalon Properties - 2635 Santa Ana Street,Bemus Santa Ana - Anne,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2635 Santa Ana Street,Costa Mesa,Bemus- Tree Care,CA,Tree Care,92627,#N/A,#N/A,#N/A
Avalon Properties - 34386 Via San Juan,Bemus Santa Ana - Anne,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,34386 Via San Juan,Dana Point,Bemus- Tree Care,CA,Tree Care,92624,#N/A,#N/A,#N/A
Avana La Jolla,Bemus San Marcos,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Cold Call,7039 Charmant Drive,San Diego,Bemus- Tree Care,CA,Tree Care,92122,#N/A,#N/A,#N/A
Avante Health Solutions,Bemus San Juan Capistrano,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Call In,212 Avenida Fabricante,San Clemente,Bemus- Tree Care,CA,Tree Care,92672,#N/A,#N/A,#N/A
Avanzado Technology Park,Bemus San Juan Capistrano,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Business Development,1383 Calle Avanzado,San Clemente,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92673,#N/A,#N/A,#N/A
Avelina HOA,Bemus Riverside,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1052 Laguna Street,Perris,Unknown,CA,Unknown,92571,#N/A,#N/A,#N/A
Avella at Civita HOA,Bemus San Marcos,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Customer Referral,2686 Franklin Ridge Road,San Diego,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92108,#N/A,#N/A,#N/A
Avellino at La Costa Greens,Bemus San Marcos,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,6961 Brass Pl,Carlsbad,Unknown,CA,Unknown,92009,#N/A,#N/A,#N/A
Avendale and The Crossings Association,Bemus Riverside,HOA/COA/TOA,Unknown,Unknown,Unknown,Unknown,Unknown,Customer Referral,41 Gable Court,Pomona,Bemus- Maintenance,CA,Maintenance,91766,#N/A,#N/A,#N/A
Aventine,Bemus San Marcos,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Cold Call,"8910 University Center Lane, Suite 415",San Diego,Bemus- Maintenance,CA,Maintenance,92122,#N/A,#N/A,#N/A
Aventine at Sweetwater Springs,Bemus San Marcos,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2457 Juipter Lane,Spring Valley,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,91977,#N/A,#N/A,#N/A
Avenue E Community Assocation,Bemus Santa Ana - Hathaway,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2823- 2931 E. Edinger Ave.,Santa Ana,Unknown,CA,Unknown,92704,#N/A,#N/A,#N/A
Avenue of Science Center,Bemus San Marcos,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Cold Call,"15070, 15090, 15092 & 15110 Avenue of Science",San Diego,Bemus- Maintenance,CA,Maintenance,92128,#N/A,#N/A,#N/A
Aviara - Sperber,Bemus San Marcos,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,7210 Blue Heron Pl,Carlsbad,Bemus- Tree Care,CA,Tree Care,92011,#N/A,#N/A,#N/A
Aviara Master Association,Bemus San Marcos,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1921 Palomar Oaks Way,San Diego,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92008,#N/A,#N/A,#N/A
Avila,Bemus San Marcos,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Customer Referral,1574 Fortaleza Way,Vista,Unknown,CA,Unknown,92081,#N/A,#N/A,#N/A
Avion at Spectrum,Bemus San Marcos,HOA/COA/TOA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,San Diego,Unknown,CA,Unknown,Unknown,#N/A,#N/A,#N/A
AVL,Bemus Santa Ana - Anne,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,25111 Arctic Ocean Drive,Lake Forest,Unknown,CA,Unknown,92630,#N/A,#N/A,#N/A
"AVL California Technical Center, Inc.",Bemus Santa Ana - Hathaway,HOA/COA/TOA,1,Dumb,Unknown,Unknown,Unknown,Unknown,25111 Arctic Ocean Dr.,Lake Forest,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92630,#N/A,#N/A,#N/A
Avocado Gardens,Bemus San Marcos,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1010 Grape St.,San Marcos,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92069,#N/A,#N/A,#N/A
Avocado HOA,Bemus San Marcos,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Customer Referral,1346 Timberpond Drive,El Cajon,Unknown,CA,Unknown,92019,#N/A,#N/A,#N/A
Azalea Neighborhood Association,Bemus Santa Ana - Hathaway,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,292 Floral View,Irvine,Unknown,CA,Unknown,92618,#N/A,#N/A,#N/A
Azure Hills,Bemus Riverside,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,22661 Palm Avenue,Grand Terrace,Bemus- Tree Care,CA,Tree Care,92313,#N/A,#N/A,#N/A
Azusa Mitigation,Bemus Riverside,Unknown,Unknown,Unknown,No,No,Unknown,Unknown,27 Shady Cove Court,Azusa,Bemus- Maintenance,CA,Maintenance,91702,#N/A,#N/A,#N/A
Back Bay Gardens Association,Bemus Santa Ana - Anne,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2459 Marseilles Way,Costa Mesa,Unknown,CA,Unknown,92672,#N/A,#N/A,#N/A
Back Bay Village Homeowners Association,Bemus Santa Ana - Anne,HOA/COA/TOA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2522 Back Bay Loop,Costa Mesa,Bemus- Tree Care,CA,Tree Care,92627,#N/A,#N/A,#N/A
BAE Systems,Bemus San Marcos,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,San Diego,Unknown,CA,Unknown,Unknown,#N/A,#N/A,#N/A
Bahamas HOA,Bemus Santa Ana - Hathaway,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,11570 Pasadena,Tustin,Unknown,CA,Unknown,Unknown,#N/A,#N/A,#N/A
Bahia Resort Hotel,Bemus San Marcos,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Cold Call,998 West Mission Bay Drive,San Diego,Bemus- Maintenance,CA,Maintenance,92109,#N/A,#N/A,#N/A
Baja Finisterra,Bemus San Juan Capistrano,HOA/COA/TOA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Blascos,Mission Viejo,Bemus- Tree Care,CA,Tree Care,92691,#N/A,#N/A,#N/A
Baker Ranch Community Association Master BARA,Bemus Santa Ana - Hathaway,HOA/COA/TOA,Unknown,Unknown,Unknown,Unknown,Unknown,Business Development,101 Mariposa,Lake Forest,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92630,#N/A,#N/A,#N/A
Baker Ranch Community Association SBAs BAR1,Bemus Santa Ana - Hathaway,HOA/COA/TOA,Unknown,Unknown,Unknown,Unknown,Unknown,Business Development,101 Mariposa,Lake Forest,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92630,#N/A,#N/A,#N/A
Baker Ranch Retail,Bemus Santa Ana - Hathaway,Retail,Unknown,Unknown,Unknown,Unknown,Unknown,Customer Referral,20491 Alton Pkwy,Lake Forest,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92610,#N/A,#N/A,#N/A
BALBOA EXECUTIVE CENTER,Bemus San Marcos,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Cold Call,9444 Balboa Avenue,San Diego,Bemus- Maintenance,CA,Maintenance,92123,#N/A,#N/A,#N/A
Balboa Management Group - Office,Bemus Santa Ana - Hathaway,HOA/COA/TOA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"1800 E. Lambert Rd., Suite 159",Brea,Unknown,CA,Unknown,92821,#N/A,#N/A,#N/A
Balboa Mesa Shopping Center,Bemus San Marcos,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Cold Call,Unknown,San Diego,Bemus- Maintenance,CA,Maintenance,Unknown,#N/A,#N/A,#N/A
Balboa Ridge HOA,Bemus San Marcos,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Customer Referral,5402 Balboa Arms Drive,San Diego,Bemus- Tree Care,CA,Tree Care,92117,#N/A,#N/A,#N/A
Banner Park 1 and 2 HOA,Bemus Riverside,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Customer Referral,29833 Purpleheart Court,Menifee,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92584,#N/A,#N/A,#N/A
Barbara McDonald,Bemus Santa Ana - Anne,Residential,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9 Torrey Pines Ln,Newport Beach,Bemus- Tree Care,CA,Tree Care,92660,#N/A,#N/A,#N/A
Barcelona Community Association,Bemus Santa Ana - Hathaway,HOA/COA/TOA,Unknown,Unknown,Unknown,Unknown,Unknown,Business Development,124 San Benito,Irvine,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92618,#N/A,#N/A,#N/A
Barcelona Estates,Bemus Riverside,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Customer Referral,1495 Madrid Dr.,Pomona,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,91768,#N/A,#N/A,#N/A
Barcelona HOA,Bemus San Marcos,HOA/COA/TOA,Unknown,Unknown,Unknown,Unknown,Unknown,Business Development,14076 Waterford Lane,San Diego,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92129,#N/A,#N/A,#N/A
Barclay Square HOA,Bemus Riverside,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,8925 Paddington,Riverside,Bemus- Tree Care,CA,Tree Care,92503,#N/A,#N/A,#N/A
Barham Villas,Bemus San Marcos,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,San Marcos,Unknown,CA,Unknown,Unknown,#N/A,#N/A,#N/A
Barranca Business Center,Bemus Santa Ana - Hathaway,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Business Development,74 Discovery,Irvine,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92618,#N/A,#N/A,#N/A
Barrington Place Village HOA,Bemus San Marcos,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,7365 Alicante Rd.,Carlsbad,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92009,#N/A,#N/A,#N/A
Bartolo Sub (SCE),Bemus Santa Ana - Hathaway,Industrial,1,Dumb,Unknown,Unknown,Unknown,Unknown,4865 Durfee Ave,Pico Rivera,Bemus- Maintenance,CA,Maintenance,90660,#N/A,#N/A,#N/A
Baseline Road,Bemus Santa Ana - Anne,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9651 Baseline Road,Rancho Cucamonga,Bemus- Tree Care,CA,Tree Care,91730,#N/A,#N/A,#N/A
Basta Sub (SCE),Bemus Santa Ana - Hathaway,Industrial,1,Dumb,Unknown,Unknown,Unknown,Unknown,121 South Brookhurst Dr,Fullerton,Bemus- Maintenance,CA,Maintenance,92833,#N/A,#N/A,#N/A
Batcheller Residence,Bemus Santa Ana - Anne,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,15 Hermitage Lane,Newport Beach,Bemus- Tree Care,CA,Tree Care,92660,#N/A,#N/A,#N/A
"Batido l, LLC",Bemus San Juan Capistrano,Unknown,Unknown,Smart,No,No,Unknown,Unknown,1311 Calle Batido,San Clemente,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92673,#N/A,#N/A,#N/A
Bay Cliff Village East,Bemus San Juan Capistrano,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,107 Monte Vista,San Clemente,Unknown,CA,Unknown,92672,#N/A,#N/A,#N/A
Bay Club Hotel & Marina,Bemus San Marcos,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Cold Call,2131 Shelter Island Drive,San Diego,Bemus- Maintenance,CA,Maintenance,92106,#N/A,#N/A,#N/A
Bay Crest Condominiums,Bemus San Marcos,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Customer Referral,3888 Groton Street,San Diego,Bemus- Maintenance,CA,Maintenance,92110,#N/A,#N/A,#N/A
Bay Crest HOA,Bemus San Marcos,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,San Diego,Unknown,CA,Unknown,Unknown,#N/A,#N/A,#N/A
Bay Ho,Bemus San Marcos,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,4064 Huerfano Ave,San Diego,Unknown,CA,Unknown,92117,#N/A,#N/A,#N/A
Bay Island Club Corporation,Bemus Santa Ana - Anne,HOA/COA/TOA,2,Smart,Unknown,Unknown,Unknown,Business Development,17 Bay Island,Newport Beach,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92661,#N/A,#N/A,#N/A
Bay Pointe Apartments,Bemus San Marcos,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Cold Call,3866 Ingraham Street,San Diego,Bemus- Maintenance,CA,Maintenance,92109,#N/A,#N/A,#N/A
Bay Pointe Townhomes HOA,Bemus San Marcos,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Cold Call,2251 Worden Street,San Diego,Bemus- Tree Care,CA,Tree Care,92107,#N/A,#N/A,#N/A
Bay Shores Homeowners Association,Bemus Santa Ana - Anne,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,8401 El Arroyo Drive,Huntington Beach,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92647,#N/A,#N/A,#N/A
Bay Terrace Pines,Bemus San Marcos,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,6744 Omega Drive,San Diego,Unknown,CA,Unknown,92139,#N/A,#N/A,#N/A
Bay View Terrace & Bay,Bemus San Marcos,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,4099 Huerfano Street,San Diego,Unknown,CA,Unknown,92117,#N/A,#N/A,#N/A
Bay Vista Condominiums,Bemus San Marcos,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,4728 Iroquois Ave,San Diego,Unknown,CA,Unknown,92117,#N/A,#N/A,#N/A
Bay4 Vallecitos,Bemus San Marcos,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,3896 El Paso Alto,San Marcos,Unknown,CA,Unknown,92069,#N/A,#N/A,#N/A
Bayshore Apartment and Newport Marina,Bemus Santa Ana - Anne,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2888 Bayshore drive,Newport Beach,Bemus- Tree Care,CA,Tree Care,92663,#N/A,#N/A,#N/A
Bayshore at Agua Hedionda Lagoon,Bemus San Marcos,HOA/COA/TOA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,4792 Beachwood Court,Carlsbad,Unknown,CA,Unknown,92008,#N/A,#N/A,#N/A
Bayshores Community,Bemus Santa Ana - Anne,HOA/COA/TOA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2761 Cirle Drive,Newport Beach,Bemus- Tree Care,CA,Tree Care,92660,#N/A,#N/A,#N/A
Bayshores Community Association,Bemus Santa Ana - Anne,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2761 Circle Drive,Newport Beach,Bemus- Tree Care,CA,Tree Care,92660,#N/A,#N/A,#N/A
Bayside at Coronado,Bemus San Marcos,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1515 2nd St,Coronado,Unknown,CA,Unknown,92118,#N/A,#N/A,#N/A
Bayside Landing,Bemus San Marcos,HOA/COA/TOA,Unknown,Unknown,Unknown,Unknown,Unknown,Customer Referral,500 Pelican Lane,Imperial Beach,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,91932,#N/A,#N/A,#N/A
Bayside Sub (SCE),Bemus Santa Ana - Hathaway,Industrial,1,Dumb,Unknown,Unknown,Unknown,Business Development,2280 Fairview Road,Costa Mesa,Bemus- Maintenance,CA,Maintenance,92627,#N/A,#N/A,#N/A
Bayview Mobilehome Park,Bemus San Marcos,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Call In,2003 Bayview Heights Dr.,San Diego,Bemus- Tree Care,CA,Tree Care,92105,#N/A,#N/A,#N/A
Bayview Terrace Homeowners Association,Bemus Santa Ana - Anne,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,74 Shearwater Pl,Newport Beach,Unknown,CA,Unknown,92660,#N/A,#N/A,#N/A
BayVu,Bemus San Marcos,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2414 Front St.,San Diego,Unknown,CA,Unknown,92101,#N/A,#N/A,#N/A
Beach Garfield Shopping Center,Bemus Santa Ana - Anne,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,19021 Beach Blvd.,Huntington Beach,Unknown,CA,Unknown,92648,#N/A,#N/A,#N/A
Beach Road Entry,Bemus San Juan Capistrano,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,35051 Beach Rd,Dana Point,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92624,#N/A,#N/A,#N/A
Beach Walk HOA Encinitas,Bemus San Marcos,HOA/COA/TOA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,149 W Glaucus St,Encinitas,Unknown,CA,Unknown,92024,#N/A,#N/A,#N/A
Beachside Community Association,Bemus Santa Ana - Anne,Unknown,2,Mixed,No,No,Unknown,New Business,20880 Monarch Lane,Huntington Beach,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92646,#N/A,#N/A,#N/A
Beachside Del Mar Retail Center,Bemus San Marcos,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Cold Call,"2690 Del Mar Heights Rd,",Del Mar,Bemus- Maintenance,CA,Maintenance,92014,#N/A,#N/A,#N/A
Beachwalk,Bemus San Marcos,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,135 W Glaucus St,Encinitas,Unknown,CA,Unknown,92024,#N/A,#N/A,#N/A
Beachwalk HOA,Bemus San Juan Capistrano,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,100 Del Gado Road,San Clemente,Unknown,CA,Unknown,92673,#N/A,#N/A,#N/A
Beachwalk Shopping Center,Bemus San Marcos,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,437 Hwy 101,Solana Beach,Bemus- Tree Care,CA,Tree Care,92075,#N/A,#N/A,#N/A
Beachwood Village HB,Bemus Santa Ana - Anne,Multifamily/ Apartments,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,19132 Magnolia St Unit D4,Huntington Beach,Bemus- Tree Care,CA,Tree Care,92646,#N/A,#N/A,#N/A
Beacon Hill Planned Community Association,Bemus San Juan Capistrano,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1 Hancock Street,Laguna Niguel,Bemus- Maintenance,CA,Maintenance,92677,#N/A,#N/A,#N/A
Beacon Hill Seawatch,Bemus Santa Ana - Anne,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1 Brighton,Laguna Niguel,Unknown,CA,Unknown,92677,#N/A,#N/A,#N/A
Beacon Pointe,Bemus Riverside,HOA/COA/TOA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9501 Northampton Drive,Rancho Cucamonga,Unknown,CA,Unknown,91737,#N/A,#N/A,#N/A
Beacon Street Condominiums,Bemus San Marcos,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Customer Referral,1540 Granite Hills Ct.,El Cajon,Bemus- Tree Care,CA,Tree Care,92019,#N/A,#N/A,#N/A
Bear Brand Master Association,Bemus San Juan Capistrano,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Customer Referral,1010 Emerald Glen,Laguna Niguel,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92677,#N/A,#N/A,#N/A
Bear Brand Ranch Community Association,Bemus San Juan Capistrano,HOA/COA/TOA,Unknown,Smart,No,No,Unknown,Business Development,140 Old Ranch Road,Laguna Niguel,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92677,#N/A,#N/A,#N/A
Bear Creek Golf Club,Bemus Riverside,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,22640 Bear Creek Drive North,Murrieta,Bemus- Tree Care,CA,Tree Care,92562,#N/A,#N/A,#N/A
Bear Creek Master Association,Bemus Riverside,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Customer Referral,22877 Bear Creek Drive North,Murrieta,Bemus- Maintenance,CA,Maintenance,92562,#N/A,#N/A,#N/A
Beaumont Crossroads Logistics II Park,Bemus Riverside,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Call In,36900 W 4th St,Beaumont,Bemus- Maintenance,CA,Maintenance,92822,#N/A,#N/A,#N/A
Beaumont Terrace Co-Op,Bemus Riverside,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,752 Pennyslvania Ave,Beaumont,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92223,#N/A,#N/A,#N/A
Beckman Business Center,Bemus Santa Ana - Hathaway,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Customer Referral,4320 N Harbor Blvd,Fullerton,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92835,#N/A,#N/A,#N/A
Beckman Coulter Inc,Bemus Santa Ana - Hathaway,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,250 S. Kraemer Blvd.,Brea,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92821-6232,#N/A,#N/A,#N/A
Bedford Master Planned Community,Bemus Riverside,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Customer Referral,Cameron Street,Corona,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92883,#N/A,#N/A,#N/A
Beech Tower,Bemus San Marcos,Multifamily/ Apartments,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1514 7th Ave,San Diego,Unknown,CA,Unknown,92101,#N/A,#N/A,#N/A
BEEN Network Property Management,Bemus San Marcos,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"210 Landis Ave,",Chula Vista,Unknown,CA,Unknown,91910,#N/A,#N/A,#N/A
Bel Etage-Savenna,Bemus San Marcos,HOA/COA/TOA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,17207 Holly Leaf Court,San Diego,Bemus- Tree Care,CA,Tree Care,92127,#N/A,#N/A,#N/A
Bel Vintage,Bemus Santa Ana - Hathaway,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,320 Via Blanca,San Dimas,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,91773,#N/A,#N/A,#N/A
Bel-Air,Bemus Santa Ana - Anne,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,18826 Roxbury Ln,Huntington Beach,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92648,#N/A,#N/A,#N/A
Belcourt Master Homeowners Association,Bemus Santa Ana - Anne,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Bison x MacArthur,Newport Beach,Unknown,CA,Unknown,Unknown,#N/A,#N/A,#N/A
Belcourt Terrace Homeowners Association,Bemus Santa Ana - Anne,Unknown,Unknown,Smart,Yes,Yes,Unknown,New Business,30 Hillsdale Dr.,Newport Beach,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92660,#N/A,#N/A,#N/A
Belinda Apartment Homes,Bemus Santa Ana - Anne,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,125 N. Belinda Circle,Anaheim,Unknown,CA,Unknown,92801,#N/A,#N/A,#N/A
Bell Ranch Business Park,Bemus Santa Ana - Anne,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,99810 – 9970 Bell Ranch Drive,Santa Fe Springs,Unknown,CA,Unknown,90607.,#N/A,#N/A,#N/A
